NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","451","2700","33","68","0.931818181818182","0.86897880539499","0.899302093718844"
"Fold","41","271","2","11","0.953488372093023","0.788461538461538","0.863157894736842"
"Fold","34","266","7","18","0.829268292682927","0.653846153846154","0.731182795698925"
"Fold","43","265","8","9","0.843137254901961","0.826923076923077","0.83495145631068"
"Fold","45","268","6","7","0.882352941176471","0.865384615384615","0.87378640776699"
"Fold","42","269","4","10","0.91304347826087","0.807692307692308","0.857142857142857"
"Fold","42","268","6","10","0.875","0.807692307692308","0.84"
"Fold","38","269","5","14","0.883720930232558","0.730769230769231","0.8"
"Fold","38","267","6","13","0.863636363636364","0.745098039215686","0.8"
"Fold","43","268","5","9","0.895833333333333","0.826923076923077","0.86"
"Fold","44","269","4","8","0.916666666666667","0.846153846153846","0.88"
"CV Avg","41","268","5.3","10.9","0.885614763298417","0.789894419306184","0.834022141165629"
"Test","242","2803","122","163","0.664835164835165","0.597530864197531","0.629388816644993"
